signature_id	signature_name	gene	species	cell_family	context	disease	tags
CELL.PanglaoDB2020.human.Skin.Trichocytes	Skin.Trichocytes	KRT37	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Skin
CELL.PanglaoDB2020.human.Smooth.muscle.Myoepithelial.cells	Smooth.muscle.Myoepithelial.cells	CA3	human	smooth_muscle	physiology	unknown	PanglaoDB;marker_gene_set;Smooth.muscle
CELL.PanglaoDB2020.human.Smooth.muscle.Myoepithelial.cells	Smooth.muscle.Myoepithelial.cells	TP63	human	smooth_muscle	physiology	unknown	PanglaoDB;marker_gene_set;Smooth.muscle
CELL.PanglaoDB2020.human.Thymus.Thymocytes	Thymus.Thymocytes	CD1A	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Thymus
CELL.PanglaoDB2020.human.Thymus.Thymocytes	Thymus.Thymocytes	CD1D	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Thymus
CELL.PanglaoDB2020.human.Thymus.Thymocytes	Thymus.Thymocytes	CD99	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Thymus
CELL.PanglaoDB2020.human.Vasculature.Endothelial.cells	Vasculature.Endothelial.cells	ADIRF	human	endothelial	physiology	unknown	PanglaoDB;marker_gene_set;Vasculature
CELL.PanglaoDB2020.human.Vasculature.Endothelial.cells	Vasculature.Endothelial.cells	CCL14	human	endothelial	physiology	unknown	PanglaoDB;marker_gene_set;Vasculature
CELL.PanglaoDB2020.human.Vasculature.Endothelial.cells	Vasculature.Endothelial.cells	CCL23	human	endothelial	physiology	unknown	PanglaoDB;marker_gene_set;Vasculature
CELL.PanglaoDB2020.human.Vasculature.Endothelial.cells	Vasculature.Endothelial.cells	FCN2	human	endothelial	physiology	unknown	PanglaoDB;marker_gene_set;Vasculature
CELL.PanglaoDB2020.human.Vasculature.Endothelial.cells	Vasculature.Endothelial.cells	FCN3	human	endothelial	physiology	unknown	PanglaoDB;marker_gene_set;Vasculature
CELL.PanglaoDB2020.human.Vasculature.Endothelial.cells	Vasculature.Endothelial.cells	PCAT19	human	endothelial	physiology	unknown	PanglaoDB;marker_gene_set;Vasculature
CELL.PanglaoDB2020.human.Zygote.Embryonic.stem.cells	Zygote.Embryonic.stem.cells	ALPP	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Zygote
CELL.PanglaoDB2020.human.Zygote.Embryonic.stem.cells	Zygote.Embryonic.stem.cells	CD24	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Zygote
CELL.PanglaoDB2020.human.Zygote.Embryonic.stem.cells	Zygote.Embryonic.stem.cells	CD59	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Zygote
CELL.PanglaoDB2020.human.Zygote.Embryonic.stem.cells	Zygote.Embryonic.stem.cells	DPPA5	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Zygote
CELL.PanglaoDB2020.human.Zygote.Embryonic.stem.cells	Zygote.Embryonic.stem.cells	KHDC3L	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Zygote
CELL.PanglaoDB2020.human.Zygote.Embryonic.stem.cells	Zygote.Embryonic.stem.cells	KITLG	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Zygote
CELL.PanglaoDB2020.human.Zygote.Embryonic.stem.cells	Zygote.Embryonic.stem.cells	TEX19	human	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Zygote
CELL.PanglaoDB2020.human.unknown.Pluripotent.stem.cells	unknown.Pluripotent.stem.cells	TEX19	human	NK_cell	physiology	unknown	PanglaoDB;marker_gene_set;unknown
CELL.PanglaoDB2020.human.unknown.Pluripotent.stem.cells	unknown.Pluripotent.stem.cells	ZNF296	human	NK_cell	physiology	unknown	PanglaoDB;marker_gene_set;unknown
CELL.PanglaoDB2020.human.unknown.Taste.receptor.cells	unknown.Taste.receptor.cells	CA4	human	NK_cell	physiology	unknown	PanglaoDB;marker_gene_set;unknown
CELL.PanglaoDB2020.human.unknown.Taste.receptor.cells	unknown.Taste.receptor.cells	TAS2R20	human	NK_cell	physiology	unknown	PanglaoDB;marker_gene_set;unknown
CELL.PanglaoDB2020.human.unknown.Taste.receptor.cells	unknown.Taste.receptor.cells	TAS2R4	human	NK_cell	physiology	unknown	PanglaoDB;marker_gene_set;unknown
CELL.PanglaoDB2020.mouse.Blood.Erythroid.like.and.erythroid.precursor.cells	Blood.Erythroid.like.and.erythroid.precursor.cells	Car1	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Blood
CELL.PanglaoDB2020.mouse.Blood.Erythroid.like.and.erythroid.precursor.cells	Blood.Erythroid.like.and.erythroid.precursor.cells	Cd59a	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Blood
CELL.PanglaoDB2020.mouse.Blood.Erythroid.like.and.erythroid.precursor.cells	Blood.Erythroid.like.and.erythroid.precursor.cells	Cldn13	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Blood
CELL.PanglaoDB2020.mouse.Blood.Erythroid.like.and.erythroid.precursor.cells	Blood.Erythroid.like.and.erythroid.precursor.cells	Gh	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Blood
CELL.PanglaoDB2020.mouse.Blood.Erythroid.like.and.erythroid.precursor.cells	Blood.Erythroid.like.and.erythroid.precursor.cells	Hba-a1	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Blood
CELL.PanglaoDB2020.mouse.Blood.Erythroid.like.and.erythroid.precursor.cells	Blood.Erythroid.like.and.erythroid.precursor.cells	Hba-a2	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Blood
CELL.PanglaoDB2020.mouse.Blood.Erythroid.like.and.erythroid.precursor.cells	Blood.Erythroid.like.and.erythroid.precursor.cells	Hba-x	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Blood
CELL.PanglaoDB2020.mouse.Blood.Erythroid.like.and.erythroid.precursor.cells	Blood.Erythroid.like.and.erythroid.precursor.cells	Hbb-bh1	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Blood
CELL.PanglaoDB2020.mouse.Blood.Erythroid.like.and.erythroid.precursor.cells	Blood.Erythroid.like.and.erythroid.precursor.cells	Hbb-bs	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Blood
CELL.PanglaoDB2020.mouse.Blood.Erythroid.like.and.erythroid.precursor.cells	Blood.Erythroid.like.and.erythroid.precursor.cells	Hbb-bt	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Blood
CELL.PanglaoDB2020.mouse.Blood.Erythroid.like.and.erythroid.precursor.cells	Blood.Erythroid.like.and.erythroid.precursor.cells	Hist1h2ao	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Blood
CELL.PanglaoDB2020.mouse.Blood.Erythroid.like.and.erythroid.precursor.cells	Blood.Erythroid.like.and.erythroid.precursor.cells	Stfa1	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Blood
CELL.PanglaoDB2020.mouse.Blood.Platelets	Blood.Platelets	Lyz2	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Blood
CELL.PanglaoDB2020.mouse.Bone.Osteoblasts	Bone.Osteoblasts	Bglap2	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Bone
CELL.PanglaoDB2020.mouse.Brain.Anterior.pituitary.gland.cells	Brain.Anterior.pituitary.gland.cells	Gh	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Brain
CELL.PanglaoDB2020.mouse.Brain.Anterior.pituitary.gland.cells	Brain.Anterior.pituitary.gland.cells	Trim30b	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Brain
CELL.PanglaoDB2020.mouse.Brain.Cajal.Retzius.cells	Brain.Cajal.Retzius.cells	Car10	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Brain
CELL.PanglaoDB2020.mouse.Brain.Cajal.Retzius.cells	Brain.Cajal.Retzius.cells	Lhx1os	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Brain
CELL.PanglaoDB2020.mouse.Brain.Cajal.Retzius.cells	Brain.Cajal.Retzius.cells	Trp73	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Brain
CELL.PanglaoDB2020.mouse.Brain.Choroid.plexus.cells	Brain.Choroid.plexus.cells	Car12	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Brain
CELL.PanglaoDB2020.mouse.Brain.Ependymal.cells	Brain.Ependymal.cells	Cetn4	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Brain
CELL.PanglaoDB2020.mouse.Brain.Ependymal.cells	Brain.Ependymal.cells	Fam183b	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Brain
CELL.PanglaoDB2020.mouse.Brain.Ependymal.cells	Brain.Ependymal.cells	Rabl2	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Brain
CELL.PanglaoDB2020.mouse.Brain.Interneurons	Brain.Interneurons	Car11	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Brain
CELL.PanglaoDB2020.mouse.Brain.Interneurons	Brain.Interneurons	Ces1d	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Brain
CELL.PanglaoDB2020.mouse.Brain.Interneurons	Brain.Interneurons	Kitl	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Brain
CELL.PanglaoDB2020.mouse.Brain.Microglia	Brain.Microglia	Cbr2	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Brain
CELL.PanglaoDB2020.mouse.Brain.Microglia	Brain.Microglia	Cts3	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Brain
CELL.PanglaoDB2020.mouse.Brain.Microglia	Brain.Microglia	Fcgr1	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Brain
CELL.PanglaoDB2020.mouse.Brain.Microglia	Brain.Microglia	Fcgr3	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Brain
CELL.PanglaoDB2020.mouse.Brain.Microglia	Brain.Microglia	Fcrls	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Brain
CELL.PanglaoDB2020.mouse.Brain.Microglia	Brain.Microglia	Il6ra	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Brain
CELL.PanglaoDB2020.mouse.Brain.Microglia	Brain.Microglia	Siglech	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Brain
CELL.PanglaoDB2020.mouse.Brain.Microglia	Brain.Microglia	Zeb2os	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Brain
CELL.PanglaoDB2020.mouse.Brain.Motor.neurons	Brain.Motor.neurons	Reg2	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Brain
CELL.PanglaoDB2020.mouse.Brain.Neural.stem.precursor.cells	Brain.Neural.stem.precursor.cells	Dynlt1c	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Brain
CELL.PanglaoDB2020.mouse.Brain.Neurons	Brain.Neurons	Car10	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Brain
CELL.PanglaoDB2020.mouse.Brain.Neurons	Brain.Neurons	Cd59a	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Brain
CELL.PanglaoDB2020.mouse.Brain.Neurons	Brain.Neurons	Ckmt1	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Brain
CELL.PanglaoDB2020.mouse.Brain.Neurons	Brain.Neurons	Mirg	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Brain
CELL.PanglaoDB2020.mouse.Brain.Neurons	Brain.Neurons	Pnmal1	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Brain
CELL.PanglaoDB2020.mouse.Brain.Neurons	Brain.Neurons	Tac2	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Brain
CELL.PanglaoDB2020.mouse.Brain.Neurons	Brain.Neurons	Ube2d2a	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Brain
CELL.PanglaoDB2020.mouse.Brain.Neurons	Brain.Neurons	Zfp445	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Brain
CELL.PanglaoDB2020.mouse.Brain.Purkinje.neurons	Brain.Purkinje.neurons	Car8	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Brain
CELL.PanglaoDB2020.mouse.Brain.Retinal.ganglion.cells	Brain.Retinal.ganglion.cells	Zfp580	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Brain
CELL.PanglaoDB2020.mouse.Brain.Schwann.cells	Brain.Schwann.cells	Cd59a	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Brain
CELL.PanglaoDB2020.mouse.Brain.Tanycytes	Brain.Tanycytes	Cd59a	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Brain
CELL.PanglaoDB2020.mouse.Brain.Tanycytes	Brain.Tanycytes	Fndc3c1	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Brain
CELL.PanglaoDB2020.mouse.Brain.Trigeminal.neurons	Brain.Trigeminal.neurons	Prrxl1	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Brain
CELL.PanglaoDB2020.mouse.Connective.tissue.Adipocytes	Connective.tissue.Adipocytes	Adh1	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Connective.tissue
CELL.PanglaoDB2020.mouse.Connective.tissue.Adipocytes	Connective.tissue.Adipocytes	Car3	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Connective.tissue
CELL.PanglaoDB2020.mouse.Connective.tissue.Fibroblasts	Connective.tissue.Fibroblasts	Adgre4	mouse	fibroblast	physiology	unknown	PanglaoDB;marker_gene_set;Connective.tissue
CELL.PanglaoDB2020.mouse.Connective.tissue.Fibroblasts	Connective.tissue.Fibroblasts	Akr1c18	mouse	fibroblast	physiology	unknown	PanglaoDB;marker_gene_set;Connective.tissue
CELL.PanglaoDB2020.mouse.Connective.tissue.Fibroblasts	Connective.tissue.Fibroblasts	Cd209a	mouse	fibroblast	physiology	unknown	PanglaoDB;marker_gene_set;Connective.tissue
CELL.PanglaoDB2020.mouse.Connective.tissue.Fibroblasts	Connective.tissue.Fibroblasts	Ear2	mouse	fibroblast	physiology	unknown	PanglaoDB;marker_gene_set;Connective.tissue
CELL.PanglaoDB2020.mouse.Connective.tissue.Fibroblasts	Connective.tissue.Fibroblasts	Ly6i	mouse	fibroblast	physiology	unknown	PanglaoDB;marker_gene_set;Connective.tissue
CELL.PanglaoDB2020.mouse.Connective.tissue.Fibroblasts	Connective.tissue.Fibroblasts	Mmp23	mouse	fibroblast	physiology	unknown	PanglaoDB;marker_gene_set;Connective.tissue
CELL.PanglaoDB2020.mouse.Connective.tissue.Fibroblasts	Connective.tissue.Fibroblasts	Ms4a4c	mouse	fibroblast	physiology	unknown	PanglaoDB;marker_gene_set;Connective.tissue
CELL.PanglaoDB2020.mouse.Connective.tissue.Fibroblasts	Connective.tissue.Fibroblasts	Ms4a4d	mouse	fibroblast	physiology	unknown	PanglaoDB;marker_gene_set;Connective.tissue
CELL.PanglaoDB2020.mouse.Embryo.Epiblast.cells	Embryo.Epiblast.cells	Fgf15	mouse	T_cell	physiology	unknown	PanglaoDB;marker_gene_set;Embryo
CELL.PanglaoDB2020.mouse.Epithelium.Epithelial.cells	Epithelium.Epithelial.cells	Kap	mouse	epithelial	physiology	unknown	PanglaoDB;marker_gene_set;Epithelium
CELL.PanglaoDB2020.mouse.Epithelium.Epithelial.cells	Epithelium.Epithelial.cells	Muc3	mouse	epithelial	physiology	unknown	PanglaoDB;marker_gene_set;Epithelium
CELL.PanglaoDB2020.mouse.Epithelium.Epithelial.cells	Epithelium.Epithelial.cells	Oit1	mouse	epithelial	physiology	unknown	PanglaoDB;marker_gene_set;Epithelium
CELL.PanglaoDB2020.mouse.Epithelium.Epithelial.cells	Epithelium.Epithelial.cells	Prss32	mouse	epithelial	physiology	unknown	PanglaoDB;marker_gene_set;Epithelium
CELL.PanglaoDB2020.mouse.Epithelium.Epithelial.cells	Epithelium.Epithelial.cells	Saa3	mouse	epithelial	physiology	unknown	PanglaoDB;marker_gene_set;Epithelium
CELL.PanglaoDB2020.mouse.Epithelium.Epithelial.cells	Epithelium.Epithelial.cells	Sprr2a1	mouse	epithelial	physiology	unknown	PanglaoDB;marker_gene_set;Epithelium
CELL.PanglaoDB2020.mouse.Epithelium.Epithelial.cells	Epithelium.Epithelial.cells	Zfp322a	mouse	epithelial	physiology	unknown	PanglaoDB;marker_gene_set;Epithelium
CELL.PanglaoDB2020.mouse.Epithelium.Epithelial.cells	Epithelium.Epithelial.cells	Zfp704	mouse	epithelial	physiology	unknown	PanglaoDB;marker_gene_set;Epithelium
CELL.PanglaoDB2020.mouse.Epithelium.Mesothelial.cells	Epithelium.Mesothelial.cells	C1ra	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Epithelium
CELL.PanglaoDB2020.mouse.Epithelium.Mesothelial.cells	Epithelium.Mesothelial.cells	Gstt1	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Epithelium
CELL.PanglaoDB2020.mouse.Epithelium.Mesothelial.cells	Epithelium.Mesothelial.cells	Mmp23	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Epithelium
CELL.PanglaoDB2020.mouse.Epithelium.Mesothelial.cells	Epithelium.Mesothelial.cells	Oasl2	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Epithelium
CELL.PanglaoDB2020.mouse.Epithelium.Mesothelial.cells	Epithelium.Mesothelial.cells	Trim30c	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Epithelium
CELL.PanglaoDB2020.mouse.Eye.Muller.cells	Eye.Muller.cells	Abca8a	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Eye
CELL.PanglaoDB2020.mouse.Eye.Muller.cells	Eye.Muller.cells	Car14	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Eye
CELL.PanglaoDB2020.mouse.Eye.Muller.cells	Eye.Muller.cells	Gstt1	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Eye
CELL.PanglaoDB2020.mouse.Eye.Photoreceptor.cells	Eye.Photoreceptor.cells	Car8	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Eye
CELL.PanglaoDB2020.mouse.Eye.Photoreceptor.cells	Eye.Photoreceptor.cells	Zfp365	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Eye
CELL.PanglaoDB2020.mouse.GI.tract.Enterocytes	GI.tract.Enterocytes	Adh6a	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;GI.tract
CELL.PanglaoDB2020.mouse.GI.tract.Enterocytes	GI.tract.Enterocytes	Car1	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;GI.tract
CELL.PanglaoDB2020.mouse.GI.tract.Enterocytes	GI.tract.Enterocytes	Clca4b	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;GI.tract
CELL.PanglaoDB2020.mouse.GI.tract.Enterocytes	GI.tract.Enterocytes	Clec2h	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;GI.tract
CELL.PanglaoDB2020.mouse.GI.tract.Enterocytes	GI.tract.Enterocytes	Defa24	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;GI.tract
CELL.PanglaoDB2020.mouse.GI.tract.Enterocytes	GI.tract.Enterocytes	Fgf15	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;GI.tract
CELL.PanglaoDB2020.mouse.GI.tract.Enterocytes	GI.tract.Enterocytes	Gkn3	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;GI.tract
CELL.PanglaoDB2020.mouse.GI.tract.Enterocytes	GI.tract.Enterocytes	Muc3	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;GI.tract
CELL.PanglaoDB2020.mouse.GI.tract.Enterocytes	GI.tract.Enterocytes	Olfr77	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;GI.tract
CELL.PanglaoDB2020.mouse.GI.tract.Enterocytes	GI.tract.Enterocytes	Prss32	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;GI.tract
CELL.PanglaoDB2020.mouse.GI.tract.Enterocytes	GI.tract.Enterocytes	Try4	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;GI.tract
CELL.PanglaoDB2020.mouse.GI.tract.Enterocytes	GI.tract.Enterocytes	Try5	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;GI.tract
CELL.PanglaoDB2020.mouse.GI.tract.Foveolar.cells	GI.tract.Foveolar.cells	Gsdma2	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;GI.tract
CELL.PanglaoDB2020.mouse.GI.tract.Foveolar.cells	GI.tract.Foveolar.cells	Sprr2a1	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;GI.tract
CELL.PanglaoDB2020.mouse.GI.tract.Foveolar.cells	GI.tract.Foveolar.cells	Sprr2a3	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;GI.tract
CELL.PanglaoDB2020.mouse.GI.tract.Goblet.cells	GI.tract.Goblet.cells	Ccl9	mouse	T_cell	physiology	unknown	PanglaoDB;marker_gene_set;GI.tract
CELL.PanglaoDB2020.mouse.GI.tract.Goblet.cells	GI.tract.Goblet.cells	Muc3	mouse	T_cell	physiology	unknown	PanglaoDB;marker_gene_set;GI.tract
CELL.PanglaoDB2020.mouse.GI.tract.Microfold.cells	GI.tract.Microfold.cells	Ccl6	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;GI.tract
CELL.PanglaoDB2020.mouse.GI.tract.Microfold.cells	GI.tract.Microfold.cells	Ccl9	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;GI.tract
CELL.PanglaoDB2020.mouse.GI.tract.Microfold.cells	GI.tract.Microfold.cells	Serpinb6a	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;GI.tract
CELL.PanglaoDB2020.mouse.GI.tract.Microfold.cells	GI.tract.Microfold.cells	Zfp553	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;GI.tract
CELL.PanglaoDB2020.mouse.GI.tract.Paneth.cells	GI.tract.Paneth.cells	Ang4	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;GI.tract
CELL.PanglaoDB2020.mouse.GI.tract.Paneth.cells	GI.tract.Paneth.cells	Defa17	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;GI.tract
CELL.PanglaoDB2020.mouse.GI.tract.Paneth.cells	GI.tract.Paneth.cells	Defa20	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;GI.tract
CELL.PanglaoDB2020.mouse.GI.tract.Paneth.cells	GI.tract.Paneth.cells	Defa21	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;GI.tract
CELL.PanglaoDB2020.mouse.GI.tract.Paneth.cells	GI.tract.Paneth.cells	Defa22	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;GI.tract
CELL.PanglaoDB2020.mouse.GI.tract.Paneth.cells	GI.tract.Paneth.cells	Defa23	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;GI.tract
CELL.PanglaoDB2020.mouse.GI.tract.Paneth.cells	GI.tract.Paneth.cells	Defa24	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;GI.tract
CELL.PanglaoDB2020.mouse.GI.tract.Paneth.cells	GI.tract.Paneth.cells	Defa26	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;GI.tract
CELL.PanglaoDB2020.mouse.GI.tract.Paneth.cells	GI.tract.Paneth.cells	Il4ra	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;GI.tract
CELL.PanglaoDB2020.mouse.GI.tract.Paneth.cells	GI.tract.Paneth.cells	Lyz1	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;GI.tract
CELL.PanglaoDB2020.mouse.GI.tract.Paneth.cells	GI.tract.Paneth.cells	Mptx2	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;GI.tract
CELL.PanglaoDB2020.mouse.GI.tract.Paneth.cells	GI.tract.Paneth.cells	Reg3b	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;GI.tract
CELL.PanglaoDB2020.mouse.GI.tract.Tuft.cells	GI.tract.Tuft.cells	Cd24a	mouse	T_cell	physiology	unknown	PanglaoDB;marker_gene_set;GI.tract
CELL.PanglaoDB2020.mouse.GI.tract.Tuft.cells	GI.tract.Tuft.cells	Il4ra	mouse	T_cell	physiology	unknown	PanglaoDB;marker_gene_set;GI.tract
CELL.PanglaoDB2020.mouse.GI.tract.Tuft.cells	GI.tract.Tuft.cells	Nradd	mouse	T_cell	physiology	unknown	PanglaoDB;marker_gene_set;GI.tract
CELL.PanglaoDB2020.mouse.GI.tract.Tuft.cells	GI.tract.Tuft.cells	Siglecf	mouse	T_cell	physiology	unknown	PanglaoDB;marker_gene_set;GI.tract
CELL.PanglaoDB2020.mouse.GI.tract.Tuft.cells	GI.tract.Tuft.cells	Tubb5	mouse	T_cell	physiology	unknown	PanglaoDB;marker_gene_set;GI.tract
CELL.PanglaoDB2020.mouse.Heart.Cardiomyocytes	Heart.Cardiomyocytes	Cox8b	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Heart
CELL.PanglaoDB2020.mouse.Heart.Cardiomyocytes	Heart.Cardiomyocytes	Mhrt	mouse	unknown	physiology	unknown	PanglaoDB;marker_gene_set;Heart
CELL.PanglaoDB2020.mouse.Immune.system.B.cells	Immune.system.B.cells	Cmah	mouse	B_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.mouse.Immune.system.B.cells	Immune.system.B.cells	Fcer2a	mouse	B_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.mouse.Immune.system.B.cells	Immune.system.B.cells	H2-dmb2	mouse	B_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.mouse.Immune.system.B.cells	Immune.system.B.cells	H2-oa	mouse	B_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.mouse.Immune.system.B.cells	Immune.system.B.cells	H2-ob	mouse	B_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.mouse.Immune.system.B.cells	Immune.system.B.cells	Igha	mouse	B_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.mouse.Immune.system.B.cells	Immune.system.B.cells	Iglv1	mouse	B_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.mouse.Immune.system.B.cells	Immune.system.B.cells	Scd1	mouse	B_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.mouse.Immune.system.B.cells	Immune.system.B.cells	Siglecg	mouse	B_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.mouse.Immune.system.B.cells	Immune.system.B.cells	Trp53inp1	mouse	B_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.mouse.Immune.system.B.cells	Immune.system.B.cells	Vpreb2	mouse	B_cell	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
CELL.PanglaoDB2020.mouse.Immune.system.Basophils	Immune.system.Basophils	Alox8	mouse	immune	physiology	unknown	PanglaoDB;marker_gene_set;Immune.system
