"","cell_ID","color_label","reannotated_cell_type"
"1323","Tcell__green__cy79.p4.CD45.pos.PD1.pos.D05.S329.comb","turquoise","Tcell"
"1324","Tcell__green__cy79.p5.CD45.pos.PD1.pos.G06.S654.comb","turquoise","Tcell"
"1325","malignant__turquoise__cy79.p4.CD45.neg.PDL1.pos.E07.S439.comb","blue","malignant"
"1326","malignant__turquoise__cy79.p4.CD45.neg.PDL1.pos.A05.S389.comb","blue","malignant"
"1327","Tcell__green__cy79.p5.CD45.pos.PD1.pos.G11.S659.comb","turquoise","Tcell"
"1328","malignant__turquoise__cy80.CD45.neg.C11.S899.comb","blue","malignant"
"1329","Tcell__green__cy79.p5.CD45.pos.PD1.pos.H11.S671.comb","turquoise","Tcell"
"1330","malignant__turquoise__cy80.CD45.neg.C07.S895.comb","blue","malignant"
"1331","malignant__turquoise__cy79.p5.CD45.neg.PDL1.pos.A08.S680.comb","blue","malignant"
"1332","Endo__pink__cy80.CD45.neg.F07.S931.comb","red","Endo"
"1333","malignant__turquoise__cy79.p4.CD45.neg.PDL1.pos.B01.S397.comb","blue","malignant"
"1334","malignant__turquoise__cy79.p4.CD45.neg.PDL1.pos.G01.S457.comb","blue","malignant"
"1335","malignant__turquoise__cy79.p5.CD45.neg.PDL1.pos.F07.S739.comb","blue","malignant"
"1336","malignant__turquoise__cy79.p4.CD45.neg.PDL1.pos.F08.S452.comb","blue","malignant"
"1337","malignant__turquoise__cy79.p5.CD45.neg.PDL1.neg.F09.S837.comb","blue","malignant"
"1338","Bcell__yellowgreen__cy79.p4.CD45.pos.PD1.pos.C08.S320.comb","brown","Bcell"
"1339","malignant__turquoise__cy81.Bulk.CD45.neg.E11.S155.comb","blue","malignant"
"1340","malignant__turquoise__cy80.CD45.neg.B02.S878.comb","blue","malignant"
"1341","malignant__turquoise__cy79.p4.CD45.neg.PDL1.pos.E04.S436.comb","blue","malignant"
"1342","malignant__turquoise__cy79.p5.CD45.neg.PDL1.pos.E12.S732.comb","blue","malignant"
"1343","malignant__turquoise__cy80.CD45.neg.B12.S888.comb","blue","malignant"
"1344","Tcell__green__cy79.p4.CD45.pos.PD1.pos.C03.S315.comb","turquoise","Tcell"
"1345","Tcell__green__cy79.p5.CD45.pos.PD1.pos.C12.S612.comb","turquoise","Tcell"
"1346","malignant__turquoise__cy79.p4.CD45.neg.PDL1.neg.D10.S1102.comb","blue","malignant"
"1347","malignant__turquoise__cy81.FNA.CD45.neg.C07.S991.comb","blue","malignant"
"1348","CAF__red__cy82.CD45.pos.3.D04.S40.comb","green","CAF"
"1349","Tcell__green__cy79.p4.CD45.pos.PD1.pos.H05.S377.comb","turquoise","Tcell"
"1350","Tcell__green__cy79.p5.CD45.pos.PD1.pos.H12.S672.comb","turquoise","Tcell"
"1351","Tcell__green__cy79.p4.CD45.pos.PD1.pos.B12.S312.comb","turquoise","Tcell"
"1352","malignant__turquoise__cy79.p4.CD45.neg.PDL1.neg.G11.S1139.comb","blue","malignant"
"1353","malignant__turquoise__cy80.CD45.neg.B10.S886.comb","blue","malignant"
"1354","malignant__turquoise__cy80.CD45.neg.A07.S871.comb","blue","malignant"
"1355","malignant__turquoise__cy79.p4.CD45.neg.PDL1.neg.B06.S1074.comb","blue","malignant"
"1356","Tcell__green__cy79.p4.CD45.pos.PD1.pos.A11.S299.comb","turquoise","Tcell"
"1357","malignant__turquoise__cy80.CD45.neg.E04.S916.comb","blue","malignant"
"1358","Tcell__green__cy79.p5.CD45.pos.PD1.pos.G09.S657.comb","turquoise","Tcell"
"1359","Tcell__green__cy79.p5.CD45.pos.PD1.pos.C06.S606.comb","turquoise","Tcell"
"1360","Tcell__green__cy79.p4.CD45.pos.PD1.pos.B08.S308.comb","turquoise","Tcell"
"1361","Bcell__yellowgreen__cy79.p4.CD45.neg.PDL1.neg.C04.S1084.comb","blue","malignant"
"1362","malignant__turquoise__cy79.p4.CD45.neg.PDL1.pos.B04.S400.comb","blue","malignant"
"1363","malignant__turquoise__cy81.Bulk.CD45.neg.D05.S137.comb","blue","malignant"
"1364","malignant__turquoise__cy82.CD45.pos.3.G06.S78.comb","blue","malignant"
"1365","malignant__turquoise__cy80.CD45.neg.C01.S889.comb","blue","malignant"
"1366","malignant__turquoise__cy81.Bulk.CD45.neg.E10.S154.comb","blue","malignant"
"1367","malignant__turquoise__cy81.Bulk.CD45.neg.H11.S191.comb","blue","malignant"
"1368","malignant__turquoise__cy79.p5.CD45.neg.PDL1.pos.H12.S768.comb","blue","malignant"
"1369","Tcell__green__cy79.p5.CD45.pos.PD1.pos.E05.S629.comb","turquoise","Tcell"
"1370","malignant__turquoise__cy79.p4.CD45.neg.PDL1.neg.A04.S1060.comb","blue","malignant"
"1371","Tcell__green__cy79.p4.CD45.pos.PD1.pos.B01.S301.comb","turquoise","Tcell"
"1372","Tcell__green__cy79.p5.CD45.pos.PD1.pos.F07.S643.comb","turquoise","Tcell"
"1373","malignant__turquoise__cy79.p4.CD45.neg.PDL1.neg.C05.S1085.comb","blue","malignant"
"1374","malignant__turquoise__cy81.Bulk.CD45.neg.D10.S142.comb","blue","malignant"
"1375","Tcell__green__cy79.p5.CD45.pos.PD1.pos.F01.S637.comb","turquoise","Tcell"
"1376","malignant__turquoise__cy79.p4.CD45.neg.PDL1.neg.B05.S1073.comb","blue","malignant"
"1377","malignant__turquoise__cy79.p5.CD45.neg.PDL1.pos.D02.S710.comb","blue","malignant"
"1378","malignant__turquoise__cy79.p4.CD45.neg.PDL1.neg.G09.S1137.comb","blue","malignant"
"1379","Tcell__green__cy79.p5.CD45.pos.PD1.pos.B06.S594.comb","turquoise","Tcell"
"1380","Tcell__green__cy79.p4.CD45.pos.PD1.pos.E10.S346.comb","turquoise","Tcell"
"1381","malignant__turquoise__cy81.Bulk.CD45.neg.F02.S158.comb","blue","malignant"
"1382","CAF__red__cy82.CD45.neg.2.E02.S242.comb","green","CAF"
"1383","malignant__turquoise__cy79.p5.CD45.neg.PDL1.neg.C12.S804.comb","blue","malignant"
"1384","malignant__turquoise__cy79.p4.CD45.neg.PDL1.neg.G05.S1133.comb","blue","malignant"
"1385","malignant__turquoise__cy79.p4.CD45.neg.PDL1.neg.E03.S1107.comb","blue","malignant"
"1386","malignant__turquoise__cy81.FNA.CD45.neg.G07.S1039.comb","blue","malignant"
"1387","malignant__turquoise__cy80.CD45.neg.A12.S876.comb","blue","malignant"
"1388","Tcell__green__cy79.p5.CD45.pos.PD1.pos.F11.S647.comb","turquoise","Tcell"
"1389","Tcell__green__cy79.p4.CD45.pos.PD1.pos.B09.S309.comb","turquoise","Tcell"
"1390","malignant__turquoise__cy81.FNA.CD45.neg.G05.S1037.comb","blue","malignant"
"1391","Tcell__green__cy79.p5.CD45.pos.PD1.pos.E11.S635.comb","turquoise","Tcell"
"1392","Tcell__green__cy79.p4.CD45.pos.PD1.pos.C07.S319.comb","turquoise","Tcell"
"1393","Tcell__green__cy79.p4.CD45.pos.PD1.pos.B04.S304.comb","turquoise","Tcell"
"1394","malignant__turquoise__cy79.p5.CD45.neg.PDL1.neg.G02.S842.comb","blue","malignant"
"1395","Tcell__green__cy79.p4.CD45.pos.PD1.pos.G09.S369.comb","turquoise","Tcell"
"1396","malignant__turquoise__cy81.Bulk.CD45.neg.H03.S183.comb","blue","malignant"
"1397","malignant__turquoise__cy79.p5.CD45.neg.PDL1.neg.A10.S778.comb","blue","malignant"
"1398","Tcell__green__cy79.p4.CD45.pos.PD1.pos.B02.S302.comb","turquoise","Tcell"
"1399","malignant__turquoise__cy79.p4.CD45.neg.PDL1.pos.E06.S438.comb","blue","malignant"
"1400","malignant__turquoise__cy79.p5.CD45.neg.PDL1.neg.H12.S864.comb","blue","malignant"
"1401","malignant__turquoise__cy79.p4.CD45.neg.PDL1.pos.F05.S449.comb","blue","malignant"
"1402","Endo__pink__cy80.CD45.neg.B06.S882.comb","red","Endo"
"1403","malignant__turquoise__cy79.p5.CD45.neg.PDL1.pos.H02.S758.comb","blue","malignant"
"1404","malignant__turquoise__cy79.p5.CD45.neg.PDL1.pos.G10.S754.comb","blue","malignant"
"1405","Tcell__green__cy79.p4.CD45.pos.PD1.pos.G10.S370.comb","turquoise","Tcell"
"1406","Tcell__green__cy79.p5.CD45.pos.PD1.pos.H03.S663.comb","turquoise","Tcell"
"1407","Tcell__green__cy82.CD45.pos.1.E06.S534.comb","turquoise","Tcell"
"1408","Tcell__green__cy82.CD45.pos.1.B09.S501.comb","turquoise","Tcell"
"1409","Tcell__green__cy79.p4.CD45.pos.PD1.pos.H09.S381.comb","turquoise","Tcell"
"1410","malignant__turquoise__cy79.p4.CD45.neg.PDL1.pos.E09.S441.comb","blue","malignant"
"1411","malignant__turquoise__cy79.p4.CD45.neg.PDL1.pos.D06.S426.comb","blue","malignant"
"1412","malignant__turquoise__cy79.p4.CD45.neg.PDL1.pos.C07.S415.comb","blue","malignant"
"1413","malignant__turquoise__cy79.p5.CD45.neg.PDL1.neg.E03.S819.comb","blue","malignant"
"1414","malignant__turquoise__cy79.p5.CD45.neg.PDL1.pos.F06.S738.comb","blue","malignant"
"1415","malignant__turquoise__cy79.p4.CD45.neg.PDL1.pos.C09.S417.comb","blue","malignant"
"1416","malignant__turquoise__cy79.p5.CD45.neg.PDL1.neg.H05.S857.comb","blue","malignant"
"1417","malignant__turquoise__cy79.p4.CD45.neg.PDL1.pos.E11.S443.comb","blue","malignant"
"1418","malignant__turquoise__cy79.p5.CD45.neg.PDL1.neg.A03.S771.comb","blue","malignant"
"1419","malignant__turquoise__cy80.CD45.neg.G06.S942.comb","blue","malignant"
"1420","Tcell__green__cy79.p4.CD45.pos.PD1.pos.C05.S317.comb","turquoise","Tcell"
"1421","Tcell__green__cy79.p5.CD45.pos.PD1.pos.C08.S608.comb","turquoise","Tcell"
"1422","malignant__turquoise__cy79.p5.CD45.neg.PDL1.neg.E06.S822.comb","blue","malignant"
"1423","malignant__turquoise__cy79.p5.CD45.neg.PDL1.pos.E02.S722.comb","blue","malignant"
"1424","Tcell__green__cy82.CD45.pos.1.A07.S487.comb","turquoise","Tcell"
"1425","malignant__turquoise__cy82.CD45.pos.3.E02.S50.comb","blue","malignant"
"1426","malignant__turquoise__cy80.CD45.neg.G09.S945.comb","blue","malignant"
"1427","malignant__turquoise__cy79.p4.CD45.neg.PDL1.neg.F11.S1127.comb","blue","malignant"
"1428","malignant__turquoise__cy79.p5.CD45.neg.PDL1.neg.D07.S811.comb","blue","malignant"
"1429","malignant__turquoise__cy82.CD45.pos.3.G12.S84.comb","blue","malignant"
"1430","malignant__turquoise__cy79.p5.CD45.neg.PDL1.pos.D03.S711.comb","blue","malignant"
"1431","malignant__turquoise__cy79.p5.CD45.neg.PDL1.neg.B11.S791.comb","blue","malignant"
"1432","malignant__turquoise__cy79.p5.CD45.neg.PDL1.pos.E07.S727.comb","blue","malignant"
"1433","Tcell__green__cy79.p5.CD45.pos.PD1.pos.C04.S604.comb","turquoise","Tcell"
"1434","Tcell__green__cy82.CD45.pos.1.E09.S537.comb","turquoise","Tcell"
"1435","malignant__turquoise__cy82.CD45.pos.1.G08.S560.comb","blue","malignant"
"1436","Tcell__green__cy79.p4.CD45.pos.PD1.pos.D03.S327.comb","turquoise","Tcell"
"1437","Tcell__green__cy79.p5.CD45.pos.PD1.pos.C09.S609.comb","turquoise","Tcell"
"1438","Tcell__green__cy79.p4.CD45.pos.PD1.pos.D11.S335.comb","turquoise","Tcell"
"1439","malignant__turquoise__cy81.FNA.CD45.neg.B07.S979.comb","blue","malignant"
"1440","Tcell__green__cy79.p4.CD45.pos.PD1.pos.B05.S305.comb","turquoise","Tcell"
"1441","malignant__turquoise__cy79.p5.CD45.neg.PDL1.pos.C12.S708.comb","blue","malignant"
"1442","malignant__turquoise__cy81.Bulk.CD45.neg.H08.S188.comb","blue","malignant"
"1443","malignant__turquoise__cy79.p4.CD45.neg.PDL1.neg.B01.S1069.comb","blue","malignant"
"1444","malignant__turquoise__cy79.p5.CD45.neg.PDL1.pos.H07.S763.comb","blue","malignant"
"1445","malignant__turquoise__cy80.CD45.neg.F11.S935.comb","blue","malignant"
"1446","malignant__turquoise__cy79.p4.CD45.neg.PDL1.pos.B02.S398.comb","blue","malignant"
"1447","malignant__turquoise__cy79.p4.CD45.neg.PDL1.pos.E03.S435.comb","blue","malignant"
"1448","Tcell__green__cy79.p4.CD45.pos.PD1.pos.F07.S355.comb","turquoise","Tcell"
"1449","Tcell__green__cy79.p5.CD45.pos.PD1.pos.H08.S668.comb","turquoise","Tcell"
"1450","Endo__pink__cy80.CD45.neg.C05.S893.comb","red","Endo"
"1451","Tcell__green__cy79.p5.CD45.pos.PD1.pos.H09.S669.comb","turquoise","Tcell"
"1452","Endo__pink__cy80.CD45.neg.D05.S905.comb","red","Endo"
"1453","Tcell__green__cy79.p4.CD45.pos.PD1.pos.H11.S383.comb","turquoise","Tcell"
"1454","malignant__turquoise__cy81.Bulk.CD45.neg.C01.S121.comb","blue","malignant"
"1455","malignant__turquoise__cy80.CD45.neg.E09.S921.comb","blue","malignant"
"1456","malignant__turquoise__cy82.CD45.pos.3.A10.S10.comb","blue","malignant"
"1457","malignant__turquoise__cy80.CD45.neg.G08.S944.comb","blue","malignant"
"1458","malignant__turquoise__cy79.p4.CD45.neg.PDL1.neg.E05.S1109.comb","blue","malignant"
"1459","malignant__turquoise__cy81.Bulk.CD45.neg.A02.S98.comb","blue","malignant"
"1460","malignant__turquoise__cy81.Bulk.CD45.neg.E12.S156.comb","green","CAF"
"1461","Tcell__green__cy82.CD45.pos.3.B09.S21.comb","turquoise","Tcell"
"1462","malignant__turquoise__cy79.p4.CD45.neg.PDL1.pos.A09.S393.comb","blue","malignant"
"1463","Tcell__green__cy79.p4.CD45.pos.PD1.pos.G01.S361.comb","turquoise","Tcell"
"1464","Tcell__green__cy79.p5.CD45.pos.PD1.pos.F04.S640.comb","turquoise","Tcell"
"1465","malignant__turquoise__cy79.p4.CD45.neg.PDL1.neg.F06.S1122.comb","blue","malignant"
"1466","Tcell__green__cy79.p4.CD45.pos.PD1.pos.D10.S334.comb","turquoise","Tcell"
"1467","malignant__turquoise__cy79.p4.CD45.neg.PDL1.neg.D02.S1094.comb","blue","malignant"
"1468","Tcell__green__cy79.p4.CD45.neg.PDL1.neg.F01.S1117.comb","blue","malignant"
"1469","malignant__turquoise__cy82.CD45.pos.3.C01.S25.comb","blue","malignant"
"1470","malignant__turquoise__cy81.FNA.CD45.neg.C06.S990.comb","blue","malignant"
"1471","malignant__turquoise__cy81.FNA.CD45.neg.H03.S1047.comb","yellow","Macro"
"1472","Tcell__green__cy79.p4.CD45.pos.PD1.pos.E12.S348.comb","turquoise","Tcell"
"1473","malignant__turquoise__cy79.p5.CD45.neg.PDL1.neg.G01.S841.comb","blue","malignant"
"1474","Tcell__green__cy79.p4.CD45.pos.PD1.pos.D01.S325.comb","turquoise","Tcell"
"1475","malignant__turquoise__cy79.p5.CD45.neg.PDL1.pos.B05.S689.comb","blue","malignant"
"1476","malignant__turquoise__cy79.p5.CD45.neg.PDL1.pos.C07.S703.comb","blue","malignant"
"1477","malignant__turquoise__cy79.p4.CD45.neg.PDL1.pos.C01.S409.comb","blue","malignant"
"1478","Tcell__green__cy79.p4.CD45.pos.PD1.pos.H10.S382.comb","turquoise","Tcell"
"1479","Tcell__green__cy79.p4.CD45.pos.PD1.pos.B07.S307.comb","turquoise","Tcell"
"1480","Tcell__green__cy79.p4.CD45.pos.PD1.pos.C01.S313.comb","turquoise","Tcell"
"1481","malignant__turquoise__cy79.p4.CD45.neg.PDL1.pos.D10.S430.comb","blue","malignant"
"1482","malignant__turquoise__cy81.Bulk.CD45.neg.E07.S151.comb","blue","malignant"
"1483","Tcell__green__cy74.CD45.pos.A12.S684.comb","turquoise","Tcell"
"1484","Tcell__green__cy80.CD45.pos.PD1.pos.E05.S149.comb","turquoise","Tcell"
"1485","Tcell__green__cy72.CD45.pos.H11.S959.comb","turquoise","Tcell"
"1486","Tcell__green__cy58.1.CD45.pos.D08.S620.comb","turquoise","Tcell"
"1487","malignant__turquoise__cy53.1.CD45.neg.C06.S318.comb","blue","malignant"
"1488","Tcell__green__cy72.CD45.pos.C08.S896.comb","turquoise","Tcell"
"1489","Tcell__green__cy82.CD45.pos.2.B09.S501.comb","turquoise","Tcell"
"1490","Tcell__green__cy80.CD45.pos.PD1.pos.F11.S167.comb","turquoise","Tcell"
"1491","Tcell__green__cy58.1.CD45.pos.F12.S648.comb","turquoise","Tcell"
"1492","Tcell__green__cy74.CD45.pos.E12.S732.comb","turquoise","Tcell"
"1493","Tcell__green__cy72.CD45.pos.B07.S883.comb","turquoise","Tcell"
"1494","malignant__turquoise__cy82.CD45.pos.2.H12.S576.comb","blue","malignant"
"1495","Tcell__green__cy53.1.CD45.pos.2.F05.S1025.comb","turquoise","Tcell"
"1496","Tcell__green__cy74.CD45.pos.D09.S717.comb","turquoise","Tcell"
"1497","malignant__turquoise__cy53.1.CD45.neg.E04.S340.comb","blue","malignant"
"1498","Tcell__green__cy72.CD45.pos.D03.S903.comb","turquoise","Tcell"
"1499","Tcell__green__cy58.1.CD45.pos.D10.S622.comb","turquoise","Tcell"
"1500","Tcell__green__cy72.CD45.pos.B03.S879.comb","turquoise","Tcell"
"1501","Tcell__green__cy80.CD45.pos.PD1.pos.G05.S173.comb","turquoise","Tcell"
"1502","Tcell__green__cy53.1.CD45.pos.1.H03.S87.comb","turquoise","Tcell"
"1503","Tcell__green__cy72.CD45.pos.G10.S946.comb","turquoise","Tcell"
"1504","Tcell__green__cy72.CD45.pos.F07.S931.comb","turquoise","Tcell"
"1505","Tcell__green__cy53.1.CD45.pos.1.E06.S54.comb","turquoise","Tcell"
"1506","Tcell__green__cy58.1.CD45.pos.D06.S618.comb","turquoise","Tcell"
"1507","Tcell__green__cy80.CD45.pos.PD1.pos.E04.S148.comb","turquoise","Tcell"
"1508","Tcell__green__cy72.CD45.pos.A06.S870.comb","turquoise","Tcell"
"1509","Tcell__green__cy74.CD45.pos.G03.S747.comb","turquoise","Tcell"
"1510","Endo__pink__cy53.1.CD45.neg.D12.S336.comb","red","Endo"
"1511","Macro__yellow__cy53.1.CD45.pos.2.B03.S975.comb","yellow","Macro"
"1512","Tcell__green__cy72.CD45.pos.C02.S890.comb","turquoise","Tcell"
"1513","Tcell__green__cy53.1.CD45.pos.1.B11.S23.comb","turquoise","Tcell"
"1514","Tcell__green__cy74.CD45.pos.B04.S688.comb","turquoise","Tcell"
"1515","Tcell__green__cy72.CD45.pos.E07.S919.comb","turquoise","Tcell"
"1516","malignant__turquoise__cy82.CD45.pos.2.D11.S527.comb","blue","malignant"
"1517","Tcell__green__cy72.CD45.pos.H10.S958.comb","turquoise","Tcell"
"1518","Tcell__green__cy58.1.CD45.pos.B02.S590.comb","turquoise","Tcell"
"1519","Tcell__green__cy72.CD45.pos.A08.S872.comb","turquoise","Tcell"
"1520","Bcell__yellowgreen__cy72.CD45.pos.F08.S932.comb","brown","Bcell"
"1521","Tcell__green__cy74.CD45.pos.C05.S701.comb","turquoise","Tcell"
"1522","Tcell__green__cy58.1.CD45.pos.A07.S583.comb","turquoise","Tcell"
"1523","Tcell__green__cy74.CD45.pos.A09.S681.comb","turquoise","Tcell"
"1524","Tcell__green__cy74.CD45.pos.D02.S710.comb","turquoise","Tcell"
"1525","Tcell__green__cy72.CD45.pos.E08.S920.comb","turquoise","Tcell"
"1526","Tcell__green__cy80.CD45.pos.PD1.pos.F05.S161.comb","turquoise","Tcell"
"1527","Endo__pink__cy53.1.CD45.neg.E02.S338.comb","red","Endo"
"1528","Tcell__green__cy72.CD45.pos.H01.S949.comb","turquoise","Tcell"
"1529","Tcell__green__cy80.CD45.pos.PD1.pos.G01.S169.comb","turquoise","Tcell"
"1530","Tcell__green__cy80.CD45.pos.PD1.pos.B11.S119.comb","turquoise","Tcell"
"1531","Tcell__green__cy74.CD45.pos.F12.S744.comb","turquoise","Tcell"
"1532","Tcell__green__cy80.CD45.pos.PD1.pos.D12.S144.comb","turquoise","Tcell"
"1533","Tcell__green__cy58.1.CD45.pos.H02.S662.comb","turquoise","Tcell"
"1534","Tcell__green__cy58.1.CD45.pos.A04.S580.comb","turquoise","Tcell"
"1535","Tcell__green__cy74.CD45.pos.B06.S690.comb","turquoise","Tcell"
"1536","Tcell__green__cy80.CD45.pos.PD1.pos.H06.S186.comb","turquoise","Tcell"
"1537","CAF__red__cy82.CD45.neg.1.B09.S213.comb","green","CAF"
"1538","Tcell__green__cy58.1.CD45.pos.C12.S612.comb","turquoise","Tcell"
"1539","malignant__turquoise__cy53.1.CD45.neg.B02.S302.comb","blue","malignant"
"1540","Tcell__green__cy80.CD45.pos.PD1.pos.F03.S159.comb","turquoise","Tcell"
"1541","Bcell__yellowgreen__cy72.CD45.pos.A11.S875.comb","brown","Bcell"
"1542","Tcell__green__cy72.CD45.pos.F03.S927.comb","turquoise","Tcell"
"1543","Tcell__green__cy74.CD45.pos.C09.S705.comb","turquoise","Tcell"
"1544","malignant__turquoise__cy82.CD45.pos.2.B03.S495.comb","blue","malignant"
"1545","Tcell__green__cy82.CD45.pos.2.G03.S555.comb","turquoise","Tcell"
"1546","Bcell__yellowgreen__cy74.CD45.pos.D03.S711.comb","brown","Bcell"
"1547","Tcell__green__cy80.CD45.pos.PD1.pos.B07.S115.comb","turquoise","Tcell"
"1548","Tcell__green__cy53.1.CD45.pos.2.A05.S965.comb","turquoise","Tcell"
"1549","Tcell__green__cy72.CD45.pos.B09.S885.comb","turquoise","Tcell"
"1550","Tcell__green__cy72.CD45.pos.A07.S871.comb","turquoise","Tcell"
"1551","Tcell__green__cy80.CD45.pos.PD1.pos.G10.S178.comb","turquoise","Tcell"
"1552","Tcell__green__cy80.CD45.pos.PD1.pos.G07.S175.comb","turquoise","Tcell"
"1553","Tcell__green__cy72.CD45.pos.A12.S876.comb","turquoise","Tcell"
"1554","Tcell__green__cy58.1.CD45.pos.H01.S661.comb","turquoise","Tcell"
"1555","Tcell__green__cy53.1.CD45.pos.1.D11.S47.comb","turquoise","Tcell"
"1556","Bcell__yellowgreen__cy80.CD45.pos.PD1.pos.H10.S190.comb","brown","Bcell"
"1557","Tcell__green__cy72.CD45.pos.A04.S868.comb","turquoise","Tcell"
"1558","Tcell__green__cy74.CD45.pos.B05.S689.comb","turquoise","Tcell"
"1559","Macro__yellow__cy53.1.CD45.pos.1.A05.S5.comb","yellow","Macro"
"1560","Tcell__green__cy80.CD45.pos.PD1.pos.F07.S163.comb","turquoise","Tcell"
"1561","Tcell__green__cy74.CD45.pos.C04.S700.comb","turquoise","Tcell"
"1562","Tcell__green__cy58.1.CD45.pos.B08.S596.comb","turquoise","Tcell"
"1563","Tcell__green__cy80.CD45.pos.PD1.pos.E02.S146.comb","turquoise","Tcell"
"1564","Tcell__green__cy72.CD45.pos.H09.S957.comb","turquoise","Tcell"
"1565","Tcell__green__cy74.CD45.pos.G02.S746.comb","turquoise","Tcell"
"1566","CAF__red__cy53.1.CD45.neg.C01.S313.comb","green","CAF"
"1567","Endo__pink__cy53.1.CD45.neg.A10.S298.comb","red","Endo"
"1568","Tcell__green__cy53.1.CD45.pos.1.D05.S41.comb","turquoise","Tcell"
"1569","Bcell__yellowgreen__cy74.CD45.pos.F02.S734.comb","brown","Bcell"
"1570","Tcell__green__cy72.CD45.pos.E03.S915.comb","turquoise","Tcell"
"1571","Tcell__green__cy80.CD45.pos.PD1.pos.B12.S120.comb","turquoise","Tcell"
"1572","Tcell__green__cy53.1.CD45.pos.2.A09.S969.comb","turquoise","Tcell"
"1573","Tcell__green__cy82.CD45.pos.2.A07.S487.comb","turquoise","Tcell"
"1574","Tcell__green__cy53.1.CD45.pos.1.F06.S66.comb","turquoise","Tcell"
"1575","Tcell__green__cy53.1.CD45.pos.1.G06.S78.comb","turquoise","Tcell"
"1576","Tcell__green__cy53.1.CD45.pos.2.G05.S1037.comb","turquoise","Tcell"
"1577","Tcell__green__cy74.CD45.pos.E02.S722.comb","turquoise","Tcell"
"1578","Tcell__green__cy58.1.CD45.pos.F03.S639.comb","turquoise","Tcell"
"1579","Tcell__green__cy53.1.CD45.neg.D02.S326.comb","turquoise","Tcell"
"1580","Tcell__green__cy80.CD45.pos.PD1.pos.A06.S102.comb","turquoise","Tcell"
"1581","Tcell__green__cy58.1.CD45.pos.C09.S609.comb","turquoise","Tcell"
"1582","Tcell__green__cy80.CD45.pos.PD1.pos.H03.S183.comb","turquoise","Tcell"
"1583","malignant__turquoise__cy53.1.CD45.neg.E12.S348.comb","blue","malignant"
"1584","malignant__turquoise__cy53.1.CD45.neg.H12.S384.comb","green","CAF"
"1585","Macro__yellow__cy53.1.CD45.pos.2.B12.S984.comb","yellow","Macro"
"1586","malignant__turquoise__cy82.CD45.pos.2.E07.S535.comb","blue","malignant"
"1587","Tcell__green__cy74.CD45.pos.G11.S755.comb","turquoise","Tcell"
"1588","Tcell__green__cy72.CD45.pos.C07.S895.comb","turquoise","Tcell"
"1589","Tcell__green__cy58.1.CD45.pos.G09.S657.comb","turquoise","Tcell"
"1590","Tcell__green__cy58.1.CD45.pos.B07.S595.comb","turquoise","Tcell"
